commentaire;label
@jeromeuelakeu4151 Bon je vais être un peu méchant mais il est quand même à des années lumière des Messi Cristiano Zizou Ronaldo etc. Mais le mec fait une saison exceptionnelle gagne la ldc et surtout humainement sympa et humble vraiment un bon gars. Il peut même encore se bonifier dans le temps j espère…en tt cas je préfère 100x lui que Yamal et sa melonite en phase blastique;1
"Aujourd'hui le PSG et ses jeunes talents et y compris toi-même est titré meilleur club❤❤❤❤❤""";1
@AdnaneAkasbi-n5b 😂😂😂😂 cris déjà dit ....;0
@FatouNdiaye-l3v Bien joué;0
@souleymanebangoura4358 Félicitations bro🎉;1
@Variety_news_24 Congratulations ils merite;1
@asfabailey3129 Well deserved dembele 🏆💫;0
@Ivan-c4n8w Les maman nous sommes tjr fiers de les rendre heureuses ❤;1
"""@CurryKingdomX Très très touchant, allez l’OM mais allez la France 🇫🇷 c’est mérité jvais pas mentir grosse saison avec le PSG, l’être humain avant tout on sait qu’il est bien""";1
"Ya tellement de joueurs qui méritent 👈""";1
"Dembele gagne rien à dire là-dessus par contre (c'était serré mais faut bien que ça penche d'un côté ou l'autre !)""";1
@lintahpius1112 Is good for him but I'm not happy with him because we are having bankruptcy in Barcelona.  We spent a lot to have him and he didn't meet the standards.;1
@Thomas-hx1wr Comment on peut donner le ballon d'or à un enfant de 17 ans pour ne pas dire un bébé 😂. Bravo Dembele;1
@Anton_Shigur4281 Après tout ce qu'à fait Mo Salah 😂 s'il était européen il l'aurais eu;0
@OusmaneBarry-c3m Dembelé bravo ❤❤❤;1
@BrahimBELKHARCHOUCHE Plus que mérité;1
@MamadoubhoyeDiallo-mj4kv 😢😢😢😢😭;0
@bynnettetamsyrmboumba8152 T'es fort mon frère ici c'est Paris j t'aime beaucoup félicitations a toi ici parisssssssss;1
@mystiqrevolt5852 Une vraie mascarade.;0
@FutTouch617 Well done to Lamine Yamal for an excellent season. It’s still crazy to see how an 18 year old finished second for the Ballon d’Or.;1
@BasileAKPADJA Vive yamal courage;0
@peliassamson476 Il va remporter la prochaine fois;0
@nobrainnogain1481 Il n'a pas de père ?;0
"""@Aboubakerahmed95 C’est vraiment historique de voir un homme noir et musulman remporter le Ballon d’Or en 2025. Je ne m’y attendais pas, mais toutes mes félicitations à Ousmane Dembélé pour cet exploit incroyable !""";1
@Storydjby Ils avaient pas le choix soit c'était Yamal soit Ousmane 😅😅;0
"""@rhum_1802 on s'en fout de ça pk ramener ça à la religion et la couleur de peau, c'est vous les racistes dans l'histoire à ne parler que de ça""";0
@acidlover_303 ça n'a littéralement aucun rapport;0
@miuutm5165 Et dire qu'il à gagne avant Mbappé mdr;0
"""@terminares7027 j'attends de voir le vote des journalistes français !!! si vous avez voter Yamal vous etes des ennemis du football français !!! Merci Ousmane en temps que supporter du PSG, tu es et tu resteras une Légende de mon club !!!!Merci Monsieur Ousmane Dembélé.""";1
@yahyamohamed6198 Bravo Osman dembelé  🎉;1
@giodhuha6771 ALLEZ ALLEZ ALLEZ OUSMANE OUSMANE OUSMANE!!!!! 👍👏💪🙌🔥🍻🚀🐂;1
@ladetente-yt7mz Oh bien mérite;1
@ibrahimandiaye2902 La fin ma fait pleurè🥲;1
@edarantes505 Waouh Dembele est dorénavant à la table des Benzema zizou Messi Cristiano 😮😮😮😮❤❤❤;1
"""@SlaSh_7_8 8 bo messi , il est loin ton dembele de merde 😂""";0
@MerciSAFARI-p6b6g Dembele est une personne phonique vraiment;1
@safsaf8952 Qui l’aurait cru il y’a encore 2 ans 🤣❤ Félicitations Ousmane!;1
"""@Thomas-hx1wr J'ai vu Yamal venir avec toute sa famille, 😂 il fait comment maintenant ?""";0
"""@tayabtabasum Nga what's wrong in coming with his family? He came 2nd at the age of 18,how many 18yo you've seen even in top 5?""";1
"""@chouaibkaram195 Les organisateurs l'ont invités pour le show et peut-être l'ont fait croire qu'il est le vainqueur, à fin de crédibiliser leur mascarade de toujours.Allez voir les manigances et monsonges que les médias français qu'ont proféré tout au longue des nominations contre Hakimi et même contre le Maroc .""";0
"""@MD11HZ Félicitations à Dembouz pour le ballon d'or largement mérité, sa meilleure saison individuel & collectif. le discours mémorable ! ⚽""";1
@AlbaAkim Il le mérite ❤❤❤;1
@fhernandojr1 eso es mentira ponen en el video a vini y a kalian ellos no asistieron a este show que por fin cambio un poco la verasidad;0
@cocotte4746 J'ai chialé;0
@NONO-gc6po Encore un Big BRAVO OUSMANE !!!🔥👏👏👏👏👏👏👏😎;1
@placideakonde6745 Yamal est un mauvais perdant et un prétentieux... Il lui coûte quoi de se lever pour féliciter DEMBELÉ ?;0
@Adnan-f1k1s Il m’a fait pleuré c’est un bon gars Ousmane;1
"""@alainnguyen-f9c Il a fait pleuré une partie de la communauté asiatique suite à des blagues racistes anti asiatiques en 2021, on s'est senti humilié et blessé.""";1
@BerZerHk  @alainnguyen-f9c  Dégage de là je te dit !;0
@profchen6713  @alainnguyen-f9c on s’en balekouille toi viens pas gâcher la fête;0
@degz4896 ​ @alainnguyen-f9c il parlait du japon pas de toute l'Asie;0
@josephvadamanikon1935 ❤❤❤;1
@aichacherifaidara3754 Vraiment beau discours mais j'aurais aimer que tu commences les remerciements par t'es parents ❤;1
"""@JaksonJean-o9l Il à travayé  pr ce  Ballón dòr,Dembele bravo bravo.""";1
@moustaphakebe2164 Bravo champion ❤;1
@MatéoVargas-X Le camp à Yamal décomposé à l'annonce mdr;0
@med-kl2mr Quel scandal ! Pauvre Vitinha;0
@khalidel2531 france football decerne le ballon d'or du meilleur joueur au monde à un francais pour seulement une demie saison. 😂;0
@FadelPitroipa Pleinement mérité 🎉🎉🎉;1
@bellatorlucis-26 Ousmane c'est le talent individuel au service du collectif ! tu le mérites ! tu es un exemple !;1
"""@alainnguyen-f9c Un exemple?! vous rigolez! Il a proféré des blagues racistes anti asiatique en 2021, internet n'oublie pas! Il humilié, blessé toute une communauté. Quelle honte!!!""";0
"""@bellatorlucis-26  @alainnguyen-f9c  là je parle de sa saison (2024-2025) et de son discours que j'ai trouvé humble, reconnaissant et touchant. Je n'étais même pas au courant de """"blagues"""" racistes anti asiatique en 2021.""";0
"""@bellatorlucis-26  @alainnguyen-f9c  je viens de faire quelques recherches internet...lui et Grizou se sont excusés....être capable de faire de la merde, de le reconnaitre et de s'excuser ça montre quoi ?""";0
@acidlover_303  @alainnguyen-f9c  les asiatiques sont le peuple le plus raciste de la planète et tu viens donner des leçons ?;0
@AmadouBarry-qp7cm Bravau;0
@Histoiredelabible0 ❤bravo ousmane;1
@jesus-christdelivre7563 Donnez l'enfant wamal le ballon vous aussi;0
@MOURADKOLLE Bravo à toi Dembélé je suis trop content pour toi 😆😁🥲🥲🥲;1
"""@michelalhadithi3517 Dembele pleurait parce qu il venait d apprendre que l om avait battu le psg.. 😅, bravo à lui qd même il le mérite, et oublions pas que le foot reste un sport, mm si ça y ressemble plus bcp, et que le sport doit unir les gens et pas se haïr!""";1
@kadiatoubah3450 Et Ousmane BALLON D’Or 🎉🎉🎉🎉❤️❤️❤️❤️;1
"""@germainalla3328 C'est naturel, pas de discours préparés. Tout ce que sort vient de son cœur❤❤❤""";1
@EVENELIAMUSIC Si il a préparé... il l’a juste appris par cœur;0
"""@EDJ24327 ​ @EVENELIAMUSIC non, rageux 🙏🏽""";0
@BerZerHk  @EVENELIAMUSIC  Oui puis il c'est mis des cristaux de menthe aussi..;0
"""@johnnyjean4285  @EVENELIAMUSIC  vu le nombre de fois il dit exceptionnel, y a rien de préparé. bravo Ousmane""";1
@theomccabe1219  @EVENELIAMUSIC   Vu ce niveau de français si tu crois que c'est préparé alors ton niveau à toi aussi fait vraiment pitié;0
"""@searlui-meme2748 Bravo ousman largement mérité. Ici c'est Paris. Et ousman ballon d'or, et ousman ballon d'or ⚽🏆🥇""";1
"""@nonamenoname3005 Il remercie même le club de Barcelone le gars, c'est un sans faute. Je pense même les Barcelonais ils s'y attendaient pas.""";1
@Jahongir-o5l2c 2020💔Lewandowski;0
@Kesarom Pour cette fois ci c'est bien fait O D;0
@Iekeuene7rjr Achraf Hakimi balón d'or par mérite;1
@Bolingooooo Il aura le ballon d’or africain t’inquiète;0
@rimamc2597 ​​ @Bolingooooo  Hakimi est en or.....il a pas besoin de votre ballon de merde .....on verra psg sans Hakimi ...;0
@Vasto-u3i ​ @Bolingooooo nn c'est Salah;0
@abdallahhamimid 😢❤;1
@brigittenouasse6748 Ousmane Ballon d'Or!!;0
@TorkiMouffok مبروك عليك دامبيلي ، حكيمي تدي الشعر 😂;0
@FADILALIASSILECK C'est un honneur pour la peau noire;0
@LamineSocé-n4v Démbélé tu le mérite que tous cette année 🥰;1
@ngspr2793 C’est une mascarade sans rire;0
@ndeyesarr1796 Alhamdoulilah Dembélé ballon d'or ❤❤❤❤❤;1
@Jahongir-o5l2c 2024vini💔;0
@AlexandreLedroguene Il l'a pas remercié les supporters de Paris aaaaaaaa;1
"Merci a Ta mère""";1
@Romooolinga 😮;0
"GG à lui !""";1
@KickTalkOfficial well deserved ❤;1
"""@BerthierJoseph Mbapé etait un Malheur pour PSG....maintenance ,il est  Malheur pour le real.""";0
@Dwblevaihach Pedri 11eme et Raphinha 5eme est le vol de l'année;0
"""@tompoissenot9748 Ok c’est pas un Messi ou un Ronaldo, mais quel garçon simple et humble, toujours dans la bonne humeur, jamais à se prendre pour celui qu’il n’est pas, quelle Classe de devenir un homme comme ça, bravo à lui, à son âge c’est déjà grandiose.""";1
@agnes5531 🎉🎉🎉🎉;1
@BerZerHk C'est vrai.. Mais j'ai jamais vu un seul attaquant de toute ma vie faire un pressing pareil !;0
"""@gaaralaprod9361  @BerZerHk Jamais frère, c’est jamais arrivé de la part d’un seul attaquant dans l’histoire.""";0
"""@pump742 L'incarnation même de """"l'humilité précède la gloire """" . Un grand Homme ce Dembouz !""";0
"Aucun BO ?? ça te dit la crédibilité du BO certaines années 🙄😁""";0
"""@tompoissenot9748  @antoinev9733 oui poto on sait qu’il aurait du l’avoir change de disque c’est pas moi qui vote, rien à voir dans la discussion.""";0
"""@antoinev9733  @tompoissenot9748  duuu calme , ça va bien se passer"""" ☺""";0
@mikeypubg2955 Le soucis avec se classement c Mbappé et palmer;1
@DjodjoVuvu-v8f Félicitations Ousmane Dembelé;1
@SeigunsangChongloi Rapha deserve top 3;1
@diakaridiadouyon3137 Félicitations mon frère 🔥🔥🔥;1
@taoufikmustapha5550 Lamine c’est le meilleur la vérité;0
@akramsamourai9131 Barella & basttoni ????;0
@guytelesphoreyao6506 Il m’a fait lâcher une larme.;0
@BarryBailo-t3r5r Congratulations osman dambele;0
@alessandrocardea5586 Lo meritava RAPHINHA 💙❤️;1
@Marie-u7l9x Le plus beau ballon d'or..... bravo Ousmaneeeee 🎉🎉🎉;1
@khalifaababacardione7537 Il m'a fait pleurer lui et sa mère quand il a parlé d'elle 😭😭😭😭;1
@DanielZannou-w8w Il nous rend fière 🎉 un noir pour gagner ballon d'or c'est pas facile;1
"""@lexkanyima2195 Brian, zijt ge serieus wat je zegt ? Dat Nafi van nationaliteit gaan veranderen ? Hell no, dat ze gewoon haar ding doen voor dat ze effectief stopt. Dit is BS wat je zegt.""";1
@Zinzinnnn Mbappé doit être deg;0
@AliYil543 Bravo champion tu le mérites 🎉;1
@tonyc1263 Putain il m’a mis la larme à l’œil le boug;0
@christophederogez8631 Pendant ce temps là nous avons envoyer nos équipe c au vélodrome 😂😂😂😂😂😂;1
@frankbertiertchuissenganou1475 Beautiful ❤;1
@ibrahimdoumbia4221 ❤❤❤ félicitations Ousmane dambélé;1
@DieuferasaïraMfoutou Félicitations à toi Ousmane Dembelé 🎉🎉🎉 je vous aimes beaucoup PSG la grande équipe cette année bravo 👏👏 👏;1
@brellkimbatsa1416 DEMBELÉ MEILLEUR JOUEUR DE L'HISTOIRE DU PSG SANS DOUTE.;0
"""@tay23777 je crois on a tous pleuré, c'est le ballon d'or du peuple ✨🇫🇷""";1
@henockbandala2822 Non des africains;0
@ernestonukia3830 On peut le dire;0
@poyardogoff Tu sous-entends quoi par ballon d'or du peuple ?;0
@Wizard-PROD ​ @henockbandala2822  la ferme;0
@KenKazama-v2.0 Non de Paris. Les Marseillais sont des pds;0
@poyardogoff ​ @henockbandala2822  supprime raciste;0
@Johnny-k9f ​ @henockbandala2822 J'ai pas vu l'Afrique jouer;0
@nyr3485 Ça veut rien dire ballon d'or du peuple;0
@poyardogoff ​ @nyr3485  tkt c'est encore un gars qui a jamais rien gagné de sa vie et qui veut s'attribuer le succès de dembélé;0
@lighteaglemcoc7361 C'est son ballon d'or arrêtez de croire qu'il le partage avec vous mdr;0
@LinknSugg  @henockbandala2822 you’re garbage;1
@jdreasymoney6116 ⁠ @henockbandala2822 il vous a même pas dédicacé ta pas entendu il est concentrer avec la FRANCE pour la coupe du monde mdrr;0
@ilyassUrp Hakimi 🤫🇲🇦;0
@mostafaboussaa8377 ​ @poyardogoff Il n’y a pas de racisme pire que le vôtre;0
@mostafaboussaa8377 ​ @Johnny-k9f Normal pour vous parce que vous êtes aveugle à la perspicacité;0
@poyardogoff ​ @mostafaboussaa8377  moi j'ai pas de racisme dans mes commentaires tu t'es trompé de personne mon grand;0
"""@jean-pierrestraub7530 1/ on dit """" je crois QU'on a tous pleuré """" et 2/ non, pas tous""";1
@SowhoisGæ2day ​ @henockbandala2822 bot chinois😅;0
@prophetemicheeadande Donc c'est un français ce noir là ?;0
@Delta-xm9cd ​ @prophetemicheeadande Oui;0
"""@donduciel148 ​ @prophetemicheeadande oh que oui,aussi français que toi le blanc là.""";0
@adnanesama the most skibidi toilet party of all time 3azwa dembélé💀;0
@IbrahimaThiam-s5o 😅😅😅😅😅😅😅😅😅😅;0
@blackbossmichel-f2x 😅 4:11;0
@aidandong8002 Il est tellement poli éduqué sincère❤ il a remercié tout le monde il m'a fait pleurer avec son  belle discours félicitations ❤❤❤❤;1
@goracoundoul1246 Sa femme il la oubliè;0
@MohamedLamineAzizCamara Je suis d'accord;0
@theomccabe1219  @goracoundoul1246  on s'en fout elle sert à rien juste écarter les jambes;0
@mro977 ​ @goracoundoul1246 elle doit être à la compta pour son solde de tt compte;0
@teddy-c6x eh oussmane ballon d'or !!;0
@karloetookarlo1163 au barça tas rien branlé et touché un salaire exorbitant. et parti comme un voleur apres une saison convenable;0
@Zinzinnnn Pleure;1
@MichaelOkoueni-r9j Félicitations à ousman Dembelé bravo 🎉🎉🎉;1
@jhntoko7518 ousmane on fier de toi 🔴🔵ton discours etait sincere et emouvant tu l'as merite bravo a toi;1
"""@MitchellAtienoAtieno Kwani huyo mama shida ni gani,hacheki ata na nani""";0
@Qaee599 Exceptionelle il a dit sa combien fois mdr bravo dembele;1
@JonahSmith-w1u Congratulation;0
@JonahSmith-w1u Congratulations Dembele;0
@papekebacisse6973 Félicitation Ousmane Dembelé;1
@abdoutche Pourquoi elle sourit pas elle est fâchée;0
@fabrizio7192 Bravo à lui la darone à le sourire 😡;1
"""@alainnguyen-f9c Avec ces blagues racistes anti asiatique proférée en 2021, internet n'oublie pas, c'est une honte!!!""";0
@NilevregLoukombo Qui est parmis les premiers à avoir commenter;0
"""@eddyvandeplassche3760 Un gagnant en carton, honnêtement tu donnes un ballon d'or à un mec qui a joué 6 mois.""";0
@brigittenouasse6748 Chiale;0
"""@eddyvandeplassche3760 ​ @brigittenouasse6748 je suis pas un gamin pour chialer, je donne mon ressenti, si cela ne te plaît pas passe ton chemin mon petit.""";0
@moneymaker6050 Il le mérite aisément;1
@nonamenoname3005 Ahah j ai le sourire en regardant cette vidéo.;0
@MahamudMohamedhagimuse-gv6el Osman Dembele il Vraiment Mérite. Les ballon d'or. Courage;1
@eXiLypsE Exceptionnel;1
@HermannPilante ❤❤❤❤❤;1
@CT-tv3xd Exceptionnel;1
@Henoclinvisible Il le mérite 🎉🎉;1
@Tomyleejhones Il a été touchant et il est humble bravo Ousmane tu le merite 🎉;1
"""@AndreViluofficiel Toutes mes félicitations frère, je suis madrilien mais bravo pour le PSG , l'année prochaine c'est Mbappé qui va l'emporter ❤""";1
@stevelelli7224 Félicitations !!!! Humilité etc …… Bravo Champion;1
@miloudkomane629 Raciste il le mérite pas... à partir d'aujourd'hui je regarde plus l'équipe;1
@giorgosgeorgiou4780 Not even close france robbery again;0
@herzogmoffo4074 Varmos Dembouz ❤;1
@sundayfiho2503 Enfin un Malien;0
@PayerPayer-s3j congratulation❤;1
@UsmanAbdulmalik-z4q Congratulation ousman damble;0
@GuyAdelaide-d5g Sala...n'a...rien....foutu....4...du...foutage .de...gueule.....mpape....mérite.....la...3....place.....;1
@agenperf1826 Yamal en allant au Brésil en vacances à côté du festif Neymar ....;0
@gohanssj2213 Et Dembouzz en allant au Ballon d or a coté du festif Ronaldinho🤣;0
@timijoe1001 He Deserves it 🎉;1
"""@MitchellAtienoAtieno Y'all should be scared of Alexander Isak guys he's coming for this next, remember ge said """"i wanna win everything""""""";0
"Et Ousmane ballon d'or ❤💙""";1
@FatouGueye-j9g Bravo Ousmane tu l'as bcp merité et du courage à notre chér yamal ❤❤❤;1
@zizou6648 Bravo mec il est parti de tellememt loin;1
@maodosalll6068 Menos mal que no está mbapoe;0
@pedrod.3357 À tout les haineux qui disent quil le mérite pas ou que le foot est mort mdddr Que Dieu vous Touche mes amis ce soir ce la fête et nous célébrons le BO 2025 Ousmane Dembele!!!!❤;1
@lhommesansvisage2449 ca lui fais beaucoup de papa;0
"""@bogotam.a.t7816 Le pire vainqueur de ballon d'or de tt les temps, franchement jai rien contre ce joueur mais il mérite pas,normalement hakimi""";1
@fazeRlx Pleure pas trop;1
"""@bogotam.a.t7816 ​ @fazeRlx c mon avis c tt ,pourquoi je pleure ??? Ta gagner quelque chose toi!!!! 😂😂😂😂😂😂""";1
@sundayfiho2503 Le Mali à l’honneur;0
"""@Zinzinnnn Il est français, il s’en fou du Mali""";0
@Zinzinnnn Quand tu es voué à l’échec tu cherches la victoire à travers les autres 😂😂;0
@fideliumcrux Super discours : bravo Ousmane 🏆;1
"Toute façon cette ballon d’or ça veut absolument rien dire""";0
@fazeRlx Regarde pas et pleure en silence alors;1
@adelsaad9166 العنصريه منعت صلاح من الحصول على هذه الجائزه;0
